chinese,foundation
嫖,sanc
呕吐,sanc
弄脏,sanc
没教养,sanc
卖淫,sanc
乱交,sanc
滥情,sanc
烂泥,sanc
拉稀,sanc
妓院,sanc
晦暗,sanc
挥霍,sanc
花心,sanc
好色,sanc
感染,sanc
腐坏,sanc
腐化,sanc
放纵,sanc
放荡,sanc
犯戒,sanc
反胃,sanc
病人,sanc
病夫,sanc
恶心,sanc
恶化,sanc
恶毒,sanc
堕落,sanc
玷污,sanc
荡妇,sanc
粗鄙,sanc
传染,sanc
出轨,sanc
丑闻,sanc
沉溺声色,sanc
娼,sanc
不尊敬,sanc
不雅,sanc
不卫生,sanc
不清白,sanc
不虔诚,sanc
大逆不道,sanc
不洁,sanc
不节制,sanc
不检点,sanc
不干净,sanc
变质,sanc
变态,sanc
变坏,sanc
疾病,sanc
病害,sanc
病症,sanc
有病,sanc
得病,sanc
生病,sanc
病态,sanc
重病,sanc
沉疴,sanc
鄙劣,sanc
败坏,sanc
肮脏,sanc
万马齐喑,libe
为仁不富,libe
为富不仁,libe
举义,libe
五四,libe
五四运动,libe
人权,libe
剥削,libe
剥削者,libe
剥削阶级,libe
勒逼,libe
压而不服,libe
压迫,libe
大闹天宫,libe
天津条约,libe
奴工,libe
奴隶,libe
奴隶主,libe
威逼,libe
孙逸仙,libe
封建礼教,libe
帝国主义,libe
强迫劳动,libe
恶霸,libe
抗击,libe
放诞不拘,libe
放诞不羁,libe
日英联军,libe
欺侮,libe
欺凌,libe
民权,libe
独立自主,libe
猪仔馆,libe
盘剥,libe
硬逼,libe
童工,libe
紧箍咒,libe
维权人士,libe
耕奴,libe
脱离苦海,libe
臣虏,libe
自由,libe
良禽择木,libe
被剥削者,libe
解放,libe
解脱,libe
计生,libe
财阀,libe
阶级斗争,libe
霸占,libe
一文不值,wast
不务正业,wast
乱花,wast
以逸待劳,wast
俭朴,wast
俭省,wast
俭省节约,wast
俭约,wast
克勤克俭,wast
勤俭,wast
勤俭办事,wast
勤俭持家,wast
勤俭朴素,wast
勤俭治家,wast
勤俭节约,wast
勤工俭学,wast
厉行节约,wast
吃喝嫖赌,wast
守株待兔,wast
废弃,wast
废气,wast
折耗,wast
抛费,wast
挥金如土,wast
旷废,wast
替古人担忧,wast
枉费,wast
浪费,wast
滥伐,wast
爱粮节粮,wast
环保,wast
环保节能,wast
生活俭朴,wast
白费,wast
省油,wast
糟蹋,wast
绿色食品,wast
耗损,wast
节俭,wast
节俭持家,wast
节减,wast
节水,wast
节水减排,wast
节水环保,wast
节水节电,wast
节油环保,wast
节流开源,wast
节省,wast
节省下来,wast
节省燃油,wast
节省电费,wast
节省资金,wast
节约,wast
节约光荣,wast
节约时间,wast
节约水,wast
节约水电,wast
节约煤炭,wast
节约燃气,wast
节约物资,wast
节约用水,wast
节约用电,wast
节约用钱,wast
节约电,wast
节约电能,wast
节约电费,wast
节约粮食,wast
节约经济,wast
节约经费,wast
节约能源,wast
节约能耗,wast
节约资源,wast
节约金钱,wast
节能,wast
节能减排,wast
节能环保,wast
节能高效,wast
虚度光阴,wast
费神,wast
蹉跎,wast
铺张浪费,wast
骄奢淫逸,wast
鼎铛玉石,wast
万人之敌,altr
不畏强暴,altr
义勇,altr
义愤填胸,altr
义无反顾,altr
作战英勇,altr
侠肝义胆,altr
共享,altr
冲锋,altr
冲锋陷阵,altr
出生入死,altr
利他,altr
利他主义,altr
勇为,altr
勇于,altr
勇于开拓,altr
勇于开拓创新,altr
勇于探索,altr
勇于献身,altr
勇士,altr
勇往直前,altr
勇悍,altr
勇救,altr
勇敢,altr
勇敢善战,altr
勇敢坚定,altr
勇敢无畏,altr
勇敢果断,altr
勇斗歹徒,altr
勇武,altr
勇气,altr
勇猛,altr
勇猛善战,altr
勇猛无敌,altr
勇赴,altr
可欺,altr
善行义举,altr
因公殉职,altr
大公无私,altr
大智大勇,altr
奋不顾身,altr
奋勇,altr
奋勇争先,altr
奋勇作战,altr
奋勇前行,altr
奋勇当先,altr
奋战,altr
威武不屈,altr
弱不禁风,altr
忠诚勇敢,altr
慷慨赴义,altr
成仁取义,altr
战斗者,altr
抱头鼠窜,altr
排头兵,altr
支教,altr
斗志,altr
斗志昂扬,altr
无畏的勇气,altr
无私,altr
智勇双全,altr
果敢,altr
武勇,altr
殊死,altr
殒身不恤,altr
烈士,altr
独胆,altr
献出,altr
献血,altr
粉身碎骨,altr
舍己,altr
舍己救人,altr
舍身取义,altr
英勇,altr
英勇不屈,altr
英勇善战,altr
英勇壮举,altr
英勇奋斗,altr
英勇无比,altr
英勇无畏,altr
英勇果敢,altr
英雄主义,altr
行侠仗义,altr
见义勇为,altr
骁勇,altr
不苟,dili
严以律己,dili
事在人为,dili
仰屋著书,dili
俭学,dili
养家糊口,dili
刻苦努力,dili
刻苦耐劳,dili
勇于奋斗,dili
勇于进取,dili
勤劳,dili
勤奋,dili
千辛万苦,dili
听天由命,dili
埋天怨地,dili
塞责,dili
头悬梁,dili
锥刺股,dili
奋勇拼搏,dili
好吃懒做,dili
好逸恶劳,dili
将勤补绌,dili
开卷有益,dili
懒汉,dili
懒虫,dili
打拼,dili
拼命,dili
拼命三郎,dili
拼搏,dili
敝屣,dili
敬业,dili
水滴石穿,dili
滴水石穿,dili
滴水穿石,dili
熟能生巧,dili
积劳成疾,dili
自强,dili
自制,dili
自律,dili
良工心苦,dili
辛勤劳动,dili
不到长城非好汉,resi
不胜其苦,resi
保残守缺,resi
信心,resi
信念,resi
刚毅,resi
劲直,resi
劲草,resi
勇于克服困难,resi
卧薪尝胆,resi
咬紧牙关,resi
哀告宾服,resi
坚如磐石,resi
坚守,resi
坚守信念,resi
坚定,resi
坚定不移,resi
坚强,resi
坚强毅力,resi
坚忍不拔,resi
坚持,resi
坚挺,resi
坚毅,resi
坚毅不屈,resi
坚毅不拔,resi
坚毅刚强,resi
坚毅顽强,resi
坚苦卓绝,resi
不屈,resi
坚韧,resi
毅力,resi
宁死不屈,resi
守正不阿,resi
弃守,resi
忍气吞声,resi
忍让,resi
忍辱求全,resi
怨天尤人,resi
怨天载道,resi
恒心,resi
持之以恒,resi
挺住,resi
攘诟,resi
曲意俯就,resi
果敢坚毅,resi
沉着,resi
烈火见真金,resi
疾风劲草,resi
疾风知劲草,resi
百折不挠,resi
矢志,resi
磨难,resi
秉持信念,resi
能伸能屈,resi
能屈能伸,resi
自强自律,resi
艰苦奋斗,resi
苦中作乐,resi
贫贱不能移,resi
逆来顺受,resi
面对困难,resi
韧性,resi
顽强,resi
不愧下学,mode
不敢当,mode
不知天高地厚,mode
不识抬举,mode
丰功伟绩,mode
久仰,mode
久慕,mode
久慕盛名,mode
互让,mode
傲慢,mode
傲慢无礼,mode
儒雅,mode
刚愎,mode
卑辞厚礼,mode
受教,mode
嚣张气焰,mode
多礼,mode
妄自菲薄,mode
客气,mode
尊敬,mode
尊重,mode
彬彬,mode
恭候,mode
恭维,mode
恭让,mode
愧不敢当,mode
才疏学浅,mode
打躬作揖,mode
抛砖引玉,mode
拙著,mode
收敛锋芒,mode
敬意,mode
敬祝,mode
敬虔,mode
敬词,mode
显扬,mode
有失身份,mode
有恃无恐,mode
朝过夕改,mode
朴素,mode
横行,mode
此致敬礼,mode
毕恭毕敬,mode
满招损谦受益,mode
点头哈腰,mode
皎皎者易污,mode
目空一切,mode
看得起,mode
瞻仰,mode
矜贵,mode
肃敬,mode
肃然起敬,mode
自得,mode
自重,mode
致敬,mode
虚心,mode
蛮横无礼,mode
诚恳,mode
诚惶诚恐,mode
谦恭,mode
谦恭有礼,mode
谦恭礼让,mode
谦虚有礼,mode
谦让,mode
谦诚,mode
谦辞,mode
谦逊,mode
贵宾,mode
赏脸,mode
越俎代庖,mode
鄙人,mode
颐指气使,mode
骄傲,mode
骄奢淫逸,mode
默默无闻,mode
一失足成千古恨,general
一往无前,general
七情,general
三侠五义,general
三纲五常,general
不义之徒,general
不仁不义,general
不体面,general
不光彩,general
不和睦,general
不正当关系,general
不知礼,general
不礼貌,general
不端,general
不良,general
不良习惯,general
不良习气,general
不良份子,general
不良企图,general
不良作风,general
不良倾向,general
不良分子,general
不良商家,general
不良嗜好,general
不良影响,general
不良现象,general
不良行为,general
不良诱惑,general
不良贷款,general
不良青年,general
不良风气,general
世风,general
丧德,general
中庸,general
义正言辞,general
亲诚惠容,general
仁义,general
仁义道德,general
仁人义士,general
仁爱,general
仁爱之心,general
以礼待人,general
以礼相待,general
优良,general
作风,general
品德,general
品格,general
品质,general
体面,general
作风优良,general
作风正派,general
值得敬佩,general
光耀门楣,general
克已复礼,general
入情入理,general
八荣八耻,general
公共道德,general
公序良俗,general
公德,general
典雅,general
功德圆满,general
卑劣,general
反省,general
名缰利锁,general
君子,general
和气,general
和谐,general
和谐之美,general
和谐发展,general
品学,general
品学兼优,general
品节,general
品行不良,general
品质优良,general
唤醒良知,general
善恶,general
四德,general
四海升平,general
坏良心,general
坏蛋,general
坚守良知,general
培育优良作风,general
大义,general
大仁大义,general
大同,general
天下大义,general
奋勇前进,general
存心不良,general
孝悌忠信,general
学风,general
安定和谐,general
害群之马,general
富裕和谐,general
尊贤使能,general
居心不良,general
山颓木坏,general
幸福,general
廉耻,general
彬彬君子,general
彬彬有礼,general
得道多助,general
得道多助失道寡助,general
德性,general
德才,general
德才兼备,general
德智体美,general
德行,general
忠孝仁义,general
忧患,general
恩仇,general
恩德,general
恶习,general
恶事,general
恶人,general
恶德,general
悲欢离合,general
慰藉,general
懂礼仪,general
懂礼节,general
报怨,general
拜金主义,general
操蛋,general
教养,general
文明,general
文明守礼,general
文明有礼,general
文明礼仪,general
文明礼貌,general
文质彬彬,general
无义,general
无礼地,general
无良,general
暴怒,general
有礼,general
有礼貌,general
柏节松操,general
正人君子,general
武王伐纣,general
歪风邪气,general
民族大义,general
气节,general
求仁得仁,general
没良心,general
浩气,general
淑人君子,general
深明大义,general
温文尔雅,general
温雅,general
温馨,general
焚琴煮鹤,general
煦仁孑义,general
狗日的,general
甘苦,general
盛德,general
真善美,general
知书达理,general
知廉耻,general
碍面子,general
礼义,general
礼义廉耻,general
礼乐,general
礼乐崩坏,general
礼仪,general
礼仪廉耻,general
礼仪道德,general
礼崩乐坏,general
礼废乐崩,general
礼貌,general
礼貌性,general
社会不良现象,general
社会不良风气,general
社会良知,general
社会道义,general
社会风气,general
社会风气良好,general
稳定和谐,general
箴言,general
粗口,general
粗语,general
糟粕,general
纵容,general
缺德,general
缺德鬼,general
美德,general
耀德,general
自命清高,general
自尊,general
自尊心,general
自然和谐,general
良善,general
良好,general
良好品质,general
良好市民,general
良好的品质,general
良好的榜样,general
良好风气,general
良家,general
良心,general
良心道德,general
良知,general
良知未泯,general
良知良能,general
节操,general
融洽和谐,general
衣冠楚楚,general
讲廉耻,general
讲文明讲礼貌,general
讲礼仪,general
讲礼节,general
讲礼貌,general
谴责,general
财大气粗,general
贤良,general
贤良之士,general
贤良淑德,general
贤达,general
败类,general
贵德,general
贵贱,general
路不拾遗,general
进步,general
违利赴名,general
违背良心,general
道不拾遗,general
道德,general
道德困境,general
道德良知,general
道德败坏,general
陋习,general
随和,general
雅正,general
雷打不动,general
马马虎虎,general
骨节,general
